name,species,gender,house,blood
Mungo Bonham,Human,Male,unknown,unknown
Boniface,Human,Male,unknown,Muggle
Mike Boon,Human,Male,Gryffindor,unknown
David Boorman I,Human,Male,unknown,unknown
David Boorman II,Human,Male,unknown,unknown
Albert Boot,unknown,Male,unknown,Pure-blood
Chadwick Boot,Human,Male,Thunderbird,Pure-blood
Boot brothers' father,Human,Male,unknown,unknown
Terry Boot,Human,Male,Ravenclaw,Pure-blood
Webster Boot,Human,Male,Wampus,Pure-blood
Edwin Booth,Human,Male,unknown,unknown
Libatius Borage,Human,Male,unknown,unknown
Borf,Wolf,Male,unknown,unknown
Borgin,Human,Male,unknown,Pure-blood
Boris the Bewildered,Human,Male,unknown,unknown
Borys the Brute,Human,Male,unknown,unknown
Wayne Bostock,Human,Male,Hufflepuff,unknown
Robin Botesdale,Human,Male,Hufflepuff,unknown
Bertie Bott,Human,Male,unknown,unknown
Phineas Bourne,Human,Male,unknown,unknown
Craig Bowker Junior,Human,Male,Slytherin,Pure-blood
Sanderson Bowles,Human,Male,unknown,unknown
Boy 2,Human,Male,Gryffindor,unknown
Boy in Study Hall,Human,Male,Hufflepuff,unknown
Boy who failed Avifors Spell,Human,Male,unknown,unknown
Boy who kept a bezoar in his pocket,Human,Male,Ravenclaw,unknown
Boy who kept a bezoar in his pocket's brother,Human,Male,unknown,unknown
Boy who owned a magic hamster,Human,Male,Slytherin,Pure-blood
Boy who played Sir Luckless,Human,Male,unknown,unknown
Cameron Boyle,Human,Male,Slytherin,unknown
Bozo,Human,Male,unknown,unknown
Barberus Bragge,Human,Male,unknown,unknown
Sage Bragnam,Human,Male,Ravenclaw,unknown
Bran the Bloodthirsty,Giant,Male,unknown,unknown
Igor Brand,Human,Male,unknown,unknown
Rudolf Brand,Human,Male,unknown,unknown
Maximus Brankovitch III,Human,Male,unknown,unknown
Brian,Human,Male,unknown,unknown
Brice Badeaux,Human,Male,unknown,Muggle
British Prime Minister in 1996,Human,Male,unknown,Muggle
Karl Broadmoor,Human,Male,unknown,unknown
Kevin Broadmoor,Human,Male,unknown,unknown
Rupert Brookstanton,Human,Male,unknown,unknown
Broom Shop shopkeeper,Human,Male,unknown,unknown
Gordon Brown,Human,Male,unknown,unknown
Kelly Brown,Human,Male,unknown,Squib
Lavender Brown's father,Human,Male,Gryffindor,Pure-blood
Felix Brunt (I),Human,Male,unknown,unknown
Felix Brunt (II),Human,Male,unknown,unknown
Brutus,Human,Male,unknown,Muggle
Bruno Bruunhart,Human,Male,unknown,unknown
Frank Bryce,Human,Male,unknown,Muggle
Angus Buchanan,Human,Male,unknown,Squib
Hamish Buchanan,Human,Male,unknown,Pure-blood
John Buchanan,Human,Male,unknown,unknown
Buckbeak,Hippogriff,Male,unknown,unknown
Zygmunt Budge,Human,Male,unknown,unknown
Budleigh Babberton milkman,Human,Male,unknown,Muggle
Henry Bumblepuft,Human,Male,unknown,unknown
John Bunyan,Human,Male,unknown,unknown
Burgock,Goblin,Male,unknown,unknown
Belvina Burke's sons,Human,Male,unknown,Pure-blood
Caractacus Burke,Human,Male,unknown,Pure-blood
Herbert Burke,Human,Male,unknown,Pure-blood
Randolph Burrow,Human,Male,Ravenclaw,unknown
George W. Bush,Human,Male,unknown,Muggle
Timothy Butler,Human,Male,unknown,unknown
Lord Byron,Human,Male,unknown,unknown
Cadogan,Human,Male,Gryffindor,Pure-blood
Cadogan's father,Human,Male,unknown,unknown
Cadogan's portraitist,Human,Male,unknown,unknown
Cadwallader,Human,Male,Hufflepuff,unknown
Eurig Cadwallader,unknown,Male,unknown,unknown
Caelan,Quintaped,Male,unknown,unknown
Caesar,Human,Male,unknown,unknown
Calchas,Human,Male,unknown,unknown
Calid,Human,Male,unknown,unknown
Calvert Tillery,Human,Male,unknown,unknown
Calvin Coolidge,Human,Male,unknown,Muggle
Angus Campbell,Human,Male,unknown,unknown
Lennox Campbell,Human,Male,unknown,unknown
Sol Campbell,Human,Male,unknown,Muggle
Diego Caplan,Human,Male,Hufflepuff,Pure-blood
Diego Caplan's father,Human,Male,unknown,unknown
Diego Caplan's grandfather,Human,Male,unknown,unknown
Captain of the Brigade of Witch-Hunters,Human,Male,unknown,Muggle
Caractacus,Human,Male,unknown,unknown
Haniball Carathi,Human,Male,unknown,unknown
Eddie Carmichael,Human,Male,Ravenclaw,unknown
Mauricio Carneiro,Human,Male,unknown,Muggle
Rancorous Carpe,Human,Male,unknown,unknown
Amycus Carrow,Human,Male,Slytherin,Pure-blood
Richard Carter,Human,Male,Gryffindor,unknown
Oliver Cartwright,Human,Male,unknown,unknown
Luca Caruso (Muggle),Human,Male,unknown,Muggle
Luca Caruso (wizard),Human,Male,Gryffindor,unknown
Luccas Carusus,Human,Male,unknown,unknown
Caspar Crouch's son,Human,Male,unknown,Pure-blood
Cassandra Vole's father,Human,Male,unknown,unknown
Cassandra Vole's uncle,Human,Male,unknown,Muggle
Catchpole,Human,Male,unknown,unknown
Melvin Catterick,Human,Male,Hufflepuff,unknown
Mary Cattermole's father,Human,Male,unknown,Muggle
Alfred Cattermole,Human,Male,unknown,Half-blood
Reginald Cattermole,Human,Male,unknown,Pure-blood
Owen Cauldwell,Human,Male,Hufflepuff,unknown
Cedric,Human,Male,unknown,unknown
Arturo Cephalopos,Human,Male,unknown,unknown
Ceremony official,Human,Male,unknown,unknown
Mauricius Carneirus,Human,Male,unknown,unknown
Howard Chalk,Human,Male,unknown,Muggle
Stephen Challock,Human,Male,Gryffindor,unknown
Chambers,Human,unknown,Ravenclaw,unknown
Cho Chang's father,Human,Male,unknown,unknown
Cho Chang's grandfather,Human,Male,unknown,unknown
Charlatan,Human,Male,unknown,Muggle
Unidentified boy who attended Charm School,Human,Male,Slytherin,Half-blood
Jason Charmer,Human,Male,Gryffindor,unknown
Chas,Human,Male,unknown,unknown
Chauncy,Human,Male,Hufflepuff,unknown
Chief Warlock of the Wizengamot in 1544,Human,Male,unknown,unknown
Richard Washburn Child,Human,Male,unknown,Muggle
Philbert Chivers,Human,Male,unknown,unknown
Terry Chloe,Human,Male,unknown,unknown
Luke Cholderton,Human,Male,Hufflepuff,unknown
Herbert Chorley,Human,Male,unknown,Muggle
Chrisp,Human,Male,unknown,unknown
Winston Churchill,Human,Male,unknown,Muggle
Brian Cinderford,Human,Male,Gryffindor,unknown
Circus Arcanus house-elf,House-elf,Male,unknown,unknown
Clarke,Human,Male,unknown,Muggle
Jeremy Clarkson,Human,Male,unknown,Muggle
Iain Claverdon,Human,Male,Gryffindor,unknown
Cleaner at Leaky Cauldron,Human,Male,unknown,unknown
Nick Clegg,Human,Male,unknown,unknown
Georges Clemenceau,Human,Male,unknown,Muggle
Andrew Cleveley,Human,Male,Gryffindor,unknown
Clever goblin,Goblin,Male,unknown,unknown
Bill Clinton,Human,Male,unknown,Muggle
Carlos Clodoaldo,Human,Male,unknown,unknown
Edgar Cloggs,unknown,Male,unknown,unknown
Horatio Cloke,unknown,Male,unknown,unknown
Jacturus Cloke III,Human,Male,unknown,unknown
João Coelho,Human,Male,unknown,unknown
Unidentified Committee for the Disposal of Dangerous Creatures member,Human,Male,unknown,unknown
Connolly,Human,Male,unknown,unknown
John Constable,Human,Male,unknown,Muggle
Mark Constantine,Human,Male,unknown,unknown
Cook of The Hanged Man,Human,Male,unknown,Muggle
Buckley Cooper's brother,Human,Male,unknown,unknown
Buckley Cooper,Human,Male,unknown,unknown
Howland Coopey,unknown,Male,unknown,unknown
Ritchie Coote,Human,Male,Gryffindor,unknown
Nicolaus Copernicus,Human,Male,unknown,unknown
Ben Copper,Human,Male,Gryffindor,Muggle-born
Ben Copper's father,Human,Male,unknown,Muggle
Michael Corner,Human,Male,Ravenclaw,Half-blood
Stephen Cornfoot,Human,Male,Hufflepuff,Pure-blood
Gregory Cotton,Human,Male,unknown,unknown
Council of Magical Law guards,Human,Male,unknown,unknown
Count,Human,Male,unknown,unknown
George Coutas,unknown,Male,unknown,unknown
Fergus Cowley,Human,Male,Slytherin,unknown
Crabbe,Human,Male,Slytherin,Pure-blood
Vincent Crabbe,Human,Male,Slytherin,Pure-blood
Muldoon Cragg,Human,Male,Gryffindor,unknown
Stuart Craggius,Human,Male,unknown,unknown
Stuart Craggy,Human,Male,Slytherin,unknown
Irving Cram (I),Human,Male,unknown,unknown
Irving Cram (II),Human,Male,Slytherin,unknown
Walter Crane,Human,Male,unknown,unknown
Crapaud,Human,Male,unknown,unknown
Colin Creevey,Human,Male,Gryffindor,Muggle-born
Dennis Creevey,Human,Male,Gryffindor,Muggle-born
Creevey brothers' father,Human,Male,unknown,Muggle
Cresswell brothers,Human,Male,unknown,Half-blood
Dirk Cresswell,Human,Male,unknown,Muggle-born
Saul Croaker,Human,Male,unknown,unknown
Crispin Cronk,Human,Male,unknown,unknown
Poderick Crookshank,Human,Male,unknown,unknown
Crookshanks,unknown,Male,unknown,unknown
Bartemius Crouch Junior,Human,Male,unknown,Pure-blood
Bartemius Crouch Senior's grandfather,Human,Male,unknown,Pure-blood
Bartemius Crouch Senior,Human,Male,unknown,Pure-blood
Caspar Crouch,Human,Male,unknown,Pure-blood
Maximilian Crowdy,Human,Male,unknown,Pure-blood
Cottismore Croyne,Human,Male,unknown,unknown
Poderick Cruickshank,Human,Male,unknown,unknown
Gideon Crumb,Human,Male,unknown,unknown
Silas Crump,Werewolf,Male,Slytherin,unknown
Barnabas Cuffe,Human,Male,unknown,unknown
Cyclops,Giant,Male,unknown,unknown
Lorcan d'Eath,Human,unknown,unknown,unknown
Hector Dagworth-Granger,Human,Male,unknown,Pure-blood
Sebastian Daley,Human,Male,Slytherin,unknown
Dan,Human,Male,Gryffindor,unknown
Dark Wizard from Knockturn Alley,Human,Male,unknown,unknown
Dan Darker,Human,unknown,Slytherin,unknown
Alistair Darling,Human,Male,unknown,unknown
Darren Floyd,unknown,Male,unknown,unknown
Rohit Das,Human,Male,Hufflepuff,unknown
David (king),Human,Male,unknown,unknown
David (saint),Human,Male,unknown,unknown
Davies,Human,Male,unknown,unknown
Chester Davies,Human,Male,Ravenclaw,unknown
Roger Davies,Human,Male,Ravenclaw,unknown
Vincent Davies,unknown,Male,unknown,Muggle
Vincent Davis,unknown,Male,unknown,Muggle
John Dawlish,Human,Male,unknown,Pure-blood
Caradoc Dearborn,Human,Male,unknown,unknown
Death (The Tale of the Three Brothers),unknown,Male,unknown,unknown
"Squat, wheezy man",Human,Male,unknown,Pure-blood
Unidentified male Death Eater (X),Human,Male,unknown,Pure-blood
Unidentified male Death Eater (I),Human,Male,unknown,Pure-blood
Unidentified male Death Eater (II),Human,Male,unknown,Pure-blood
Decorative waiter serving Dragon Tartare,Human,Male,unknown,unknown
Simon Dedworth (I),Human,Male,unknown,unknown
Simon Dedworth (II),Human,Male,Slytherin,unknown
Daniel Defoe,unknown,unknown,unknown,unknown
Julius Dehoff,Human,Male,unknown,unknown
Julius Dehoffe,Human,Male,unknown,unknown
Delacour sisters' father,Human,Male,unknown,unknown
Patrick Delaney-Podmore,unknown,Male,unknown,unknown
Charles Demengeot,Human,Male,unknown,unknown
Jason Denbright,Human,Male,unknown,unknown
Dennis,Human,Male,unknown,Muggle
Dennis (toad),Toad,Male,unknown,unknown
Simon Dentata,Human,Male,unknown,unknown
Unidentified Department of Mysteries intern,Human,Male,unknown,unknown
Derek,Human,Male,unknown,unknown
Derek (turtle talker),Human,Male,unknown,unknown
Derek (Wizard Card Collectors' Club),Human,Male,Gryffindor,unknown
Peregrine Derrick,Human,Male,Slytherin,unknown
Barnabas Deverill,Human,Male,unknown,unknown
Philbert Deverill,unknown,Male,unknown,unknown
Devil,unknown,Male,unknown,unknown
Ananyo Dhillon,Human,Male,Ravenclaw,unknown
Fernando Diaz,Human,Male,unknown,unknown
Charles Dickens,Human,Male,unknown,Muggle
Dedalus Diggle,Human,Male,unknown,Half-blood
Amos Diggory,Human,Male,unknown,Pure-blood
Cedric Diggory,Human,Male,Hufflepuff,Pure-blood
Eldritch Diggory,Human,Male,unknown,Pure-blood
Ivor Dillonsby,Human,Male,unknown,unknown
Vasily Dimitrov,Human,Male,unknown,unknown
Harold Dingle,Human,Male,unknown,unknown
Armando Dippet,Human,Male,unknown,unknown
Dirk,Human,Male,unknown,Muggle
Dishevelled Wizard,Human,Male,unknown,unknown
Distractible Douglas,Human,Male,unknown,unknown
Distractible Douglas's father,Human,Male,unknown,unknown
Nitin Divekar,Human,Male,Hufflepuff,unknown
Dobby,House-elf,Male,unknown,unknown
Tycho Dodonus,Human,Male,unknown,unknown
Elphias Doge,Human,Male,unknown,Pure-blood
Antonin Dolohov,Human,Male,unknown,Pure-blood
Ragmar Dorkins,Human,Male,unknown,unknown
Double-ended-newt wizard,Human,Male,unknown,unknown
Dougal,Demiguise,Male,unknown,unknown
Nathaniel Douglas,Human,Male,Ravenclaw,unknown
Rob Dowson,unknown,Male,unknown,unknown
Arthur Conan Doyle,Human,Male,unknown,Muggle
Brennan Doyle,Human,Male,Ravenclaw,unknown
Roddy Doyle,Human,Male,unknown,Muggle
Lord Draben,unknown,Male,unknown,unknown
Count Dracula,Vampire,Male,unknown,unknown
Dimitar Draganov,Human,Male,unknown,unknown
Dragon keeper,Human,Male,unknown,unknown
Vlad Drakul,Vampire,Male,unknown,unknown
Dre Head,Shrunken head,Male,unknown,unknown
Driving test examiner,Human,Male,unknown,Muggle
Dudley,Human,Male,unknown,Half-blood
Dudley Dursley's gang,unknown,unknown,unknown,unknown
Bowen Duffield,Human,Male,Slytherin,unknown
Duke of Wellington,Human,Male,unknown,Muggle
Kirley Duke,Human,Male,unknown,Half-blood
Aberforth Dumbledore,Human,Male,unknown,Half-blood
Albus Dumbledore,Human,Male,Gryffindor,Half-blood
Percival Dumbledore,Human,Male,unknown,unknown
Davet Dumont,Human,Male,unknown,Pure-blood
Dungeon Corridor Slytherin Prefect (I),Human,Male,Slytherin,unknown
Dungeon Corridor Slytherin Prefect (II),Human,Male,Slytherin,unknown
Craig Dunn,Human,Male,Hufflepuff,unknown
Dudley Dursley,Human,Male,unknown,Muggle
Vernon Dursley,Human,Male,unknown,Muggle
Troy Duvall,Human,Male,unknown,unknown
Eargit the Ugly,Goblin,Male,unknown,unknown
Earl of Paunchley's four burly servants,Human,Male,unknown,Muggle
Heinrich Eberstadt,Human,Male,unknown,unknown
Matthew Echunga,Human,Male,unknown,unknown
Perseus Ecklington,Human,Male,unknown,unknown
Edgar,Human,Male,unknown,unknown
Marietta Edgecombe's father,Human,Male,unknown,unknown
Editor of Which Broomstick?,Human,unknown,unknown,unknown
Eduardo,unknown,Male,unknown,unknown
Carlos Eduardos,Human,Male,unknown,unknown
Edward,Human,Male,Gryffindor,unknown
Cecil Edwards,unknown,Male,unknown,Muggle
Charles Edwards,Human,Male,unknown,Muggle
Joseph Edwards,Human,Male,unknown,unknown
Egbert the Egregious,Human,Male,unknown,unknown
Mordicus Egg,Human,Male,unknown,unknown
Andre Egwu,Human,Male,Ravenclaw,Pure-blood
Unidentified male Egyptian in the Weasleys' photograph (I),Human,Male,unknown,unknown
Unidentified male Egyptian in the Weasleys' photograph (II),Human,Male,unknown,unknown
Unidentified male Egyptian in the Weasleys' photograph (III),Human,Male,unknown,unknown
Albert Einstein,Human,Male,unknown,Muggle
Ekrizdis,Human,Male,unknown,unknown
Elderly visitor at Leaky Cauldron,Human,Male,unknown,unknown
Elderly wizard in an emerald-green cloak,Human,Male,unknown,unknown
Stanley Eldridge,Human,Male,unknown,Muggle
Elfric the Eager,unknown,unknown,unknown,unknown
Elite No-Maj,Human,Male,unknown,unknown
Wilfred Elphick,Human,Male,unknown,unknown
Eldon Elsrickle,Human,Male,unknown,unknown
Emeric the Evil,Human,Male,unknown,unknown
Entrance Hall Gryffindor prefect,Human,Male,Gryffindor,unknown
Kevin Entwhistle,Human,Male,Hufflepuff,unknown
Charles Epanel,Human,Male,unknown,Muggle
Samuel Equiano,Human,Male,unknown,unknown
Jacob Erland,unknown,Male,unknown,unknown
Erling the Great,Ghost,Male,unknown,unknown
Errol,Owl,Male,unknown,unknown
Ethelred the Ever-Ready,Human,Male,unknown,unknown
Eustace Fawley's uncle,Human,Male,unknown,Pure-blood
Mark Evans,Human,Male,unknown,Muggle
Evans sisters' father,Human,Male,unknown,Muggle
Everard,Human,Male,unknown,unknown
Curtis Evercreech,Human,Male,Slytherin,unknown
Archer Evermonde,Human,Male,unknown,Pure-blood
Evil sorcerer,Human,Male,unknown,unknown
Unidentified examiner with a wart on his nose,Human,Male,unknown,unknown
G. F.'s grandfather,unknown,Male,unknown,unknown
Face Paint Kid,Human,Male,unknown,unknown
Fang,Dog,Male,unknown,unknown
Faris Spavin's centaur assailant,Centaur,Male,unknown,unknown
Charlie Farley,unknown,Male,unknown,unknown
Jake Farley,unknown,Male,unknown,unknown
Fat Friar,unknown,Male,Hufflepuff,unknown
Fat ghost in stairwell,unknown,Male,unknown,unknown
Father Christmas,unknown,unknown,unknown,unknown
Father of boy who owned a magic hamster,Human,Male,unknown,unknown
Gregor Favila,Human,Male,unknown,unknown
Fawkes,Phoenix,Male,unknown,unknown
Addison Fawley,Human,unknown,unknown,Pure-blood
Eustace Fawley,Human,Male,Hufflepuff,Pure-blood
Grim Fawley,Human,Male,Hufflepuff,Pure-blood
Hector Fawley,Human,Male,unknown,Pure-blood
Marshall Fawley,Human,Male,unknown,unknown
Eustace Fawley's father,Human,Male,unknown,Pure-blood
Penelope Fawley's father,Human,Male,unknown,Pure-blood
Sullivan Fawley,Human,Male,Hufflepuff,Pure-blood
Barrett Fay,Human,Male,unknown,Pure-blood
Gianni Fedele,Human,Male,unknown,unknown
Lawrence Feldman,Human,Male,unknown,Muggle
Gato Felinus,Human,Male,unknown,unknown
Fenrir Greyback's Snatcher gang,unknown,unknown,unknown,unknown
Benjy Fenwick,Human,Male,unknown,unknown
Marcus Fenwick,Human,Male,Ravenclaw,unknown
Mervyn Fenwick,Human,Male,unknown,unknown
Robbie Fenwick,Human,Male,unknown,Muggle
Fergus,Human,Male,unknown,unknown
Alistair Fidgen,Human,Male,unknown,unknown
Franciscus Fieldwake,Human,Male,unknown,unknown
Fiery Death Eater,Human,Male,unknown,Pure-blood
Argus Filch,Human,Male,unknown,Squib
Limus Filhous,Human,Male,unknown,unknown
Thomas Fillman,unknown,Male,unknown,Muggle
Bilius Finbok,Human,Male,Hufflepuff,unknown
Finch,Human,Male,unknown,unknown
Justin Finch-Fletchley,Human,Male,Hufflepuff,Muggle-born
Patrick Fincher,Human,Male,Ravenclaw,unknown
Fingal the Fearless,Human,Male,unknown,unknown
Barnabus Finkley,Human,Male,unknown,unknown
Finn,Bowtruckle,Male,unknown,unknown
Seamus Finnigan's father,Human,Male,unknown,Muggle
Seamus Finnigan,Human,Male,Gryffindor,Half-blood
Merwyn Finwick,Human,Male,unknown,unknown
Firenze,Centaur,Male,unknown,unknown
First semi-finalist of the 1379 duelling contest,Human,Male,unknown,unknown
First-floor fighter,Human,Male,unknown,Pure-blood
Wilhelm Fischer,Human,Male,unknown,unknown
Fisher,Human,Male,unknown,Muggle
Basil Flack,unknown,Male,unknown,Pure-blood
Christopher Flack,Human,Male,unknown,unknown
Nicolas Flamel,Human,Male,unknown,unknown
Google Flange,Human,Male,unknown,unknown
Gideon Flatworthy,Human,Male,unknown,unknown
Angus Fleet,Human,Male,unknown,Muggle
Herbert Fleet,Human,Male,Hufflepuff,unknown
Hedley Fleetwood,Human,Male,unknown,unknown
Able Fleming,Human,Male,unknown,unknown
Mundungus Fletcher's associate,Human,Male,unknown,unknown
Mundungus Fletcher,Human,Male,unknown,Half-blood
Phineas Fletcher,Human,Male,unknown,unknown
Joshua Flexson,Human,Male,unknown,unknown
Flavius Flint,Human,Male,unknown,Pure-blood
Marcus Flint,Human,Male,Slytherin,Pure-blood
Jake Flinton,Human,Male,unknown,unknown
Keaton Flitney,Human,Male,unknown,unknown
Filius Flitwick,Human,Male,Ravenclaw,unknown
Florence's boyfriend,Human,Male,unknown,unknown
Gonçalo Flores,Human,Male,unknown,unknown
Fluffy,Three-headed dog,Male,unknown,unknown
